Comparison,Group 1,Group 2,P-Value,Significant,Interpretation
Friedman Test,-,-,1.7888902051052675e-96,True,Significant differences among groups
2_vs_3,2,3,1.0,False,No significant difference
2_vs_4,2,4,0.9999999999999706,False,No significant difference
2_vs_5,2,5,0.9999999999763292,False,No significant difference
2_vs_6,2,6,0.9999999988308775,False,No significant difference
2_vs_7,2,7,0.9999999465494098,False,No significant difference
2_vs_8,2,8,0.9999956163877161,False,No significant difference
2_vs_9,2,9,0.9999865478974794,False,No significant difference
2_vs_10,2,10,0.999897377952959,False,No significant difference
2_vs_11,2,11,0.9990623553935477,False,No significant difference
2_vs_12,2,12,0.9977688304765885,False,No significant difference
2_vs_13,2,13,0.9927651100233121,False,No significant difference
2_vs_14,2,14,0.9710940356115249,False,No significant difference
2_vs_15,2,15,0.9610366521519492,False,No significant difference
2_vs_16,2,16,0.9100213813250929,False,No significant difference
2_vs_17,2,17,0.7914097558867488,False,No significant difference
2_vs_18,2,18,0.7585735018605231,False,No significant difference
2_vs_19,2,19,0.6634963185836378,False,No significant difference
2_vs_20,2,20,0.5638097465728651,False,No significant difference
3_vs_4,3,4,1.0,False,No significant difference
3_vs_5,3,5,0.9999999999999861,False,No significant difference
3_vs_6,3,6,0.9999999999956408,False,No significant difference
3_vs_7,3,7,0.9999999992105731,False,No significant difference
3_vs_8,3,8,0.9999997766556797,False,No significant difference
3_vs_9,3,9,0.999999099516289,False,No significant difference
3_vs_10,3,10,0.999989081050002,False,No significant difference
3_vs_11,3,11,0.9998401284155423,False,No significant difference
3_vs_12,3,12,0.999544859416016,False,No significant difference
3_vs_13,3,13,0.9981195814671103,False,No significant difference
3_vs_14,3,14,0.9899544247258204,False,No significant difference
3_vs_15,3,15,0.9855561093444289,False,No significant difference
3_vs_16,3,16,0.9597456171375484,False,No significant difference
3_vs_17,3,17,0.8852644989703179,False,No significant difference
3_vs_18,3,18,0.8619335907451626,False,No significant difference
3_vs_19,3,19,0.7887127557140835,False,No significant difference
3_vs_20,3,20,0.7034032842152776,False,No significant difference
4_vs_5,4,5,1.0,False,No significant difference
4_vs_6,4,6,0.999999999999999,False,No significant difference
4_vs_7,4,7,0.9999999999973368,False,No significant difference
4_vs_8,4,8,0.9999999946978306,False,No significant difference
4_vs_9,4,9,0.9999999685102945,False,No significant difference
4_vs_10,4,10,0.9999992848714341,False,No significant difference
4_vs_11,4,11,0.9999808543166214,False,No significant difference
4_vs_12,4,12,0.9999319983810286,False,No significant difference
4_vs_13,4,13,0.9996236352141568,False,No significant difference
4_vs_14,4,14,0.9971694950484203,False,No significant difference
4_vs_15,4,15,0.9956135491357715,False,No significant difference
4_vs_16,4,16,0.9848217095984572,False,No significant difference
4_vs_17,4,17,0.9452285321795226,False,No significant difference
4_vs_18,4,18,0.9311003787158508,False,No significant difference
4_vs_19,4,19,0.8826794432268927,False,No significant difference
4_vs_20,4,20,0.819511139652349,False,No significant difference
5_vs_6,5,6,1.0,False,No significant difference
5_vs_7,5,7,0.999999999999999,False,No significant difference
5_vs_8,5,8,0.9999999999428777,False,No significant difference
5_vs_9,5,9,0.9999999994091782,False,No significant difference
5_vs_10,5,10,0.9999999688731389,False,No significant difference
5_vs_11,5,11,0.9999982352861696,False,No significant difference
5_vs_12,5,12,0.999991853359894,False,No significant difference
5_vs_13,5,13,0.9999368432295154,False,No significant difference
5_vs_14,5,14,0.9993041696753697,False,No significant difference
5_vs_15,5,15,0.9988294358818837,False,No significant difference
5_vs_16,5,16,0.9948800547495052,False,No significant difference
5_vs_17,5,17,0.9762346495927544,False,No significant difference
5_vs_18,5,18,0.9686630720280258,False,No significant difference
5_vs_19,5,19,0.9402470036272038,False,No significant difference
5_vs_20,5,20,0.8986939482557359,False,No significant difference
6_vs_7,6,7,1.0,False,No significant difference
6_vs_8,6,8,0.999999999999534,False,No significant difference
6_vs_9,6,9,0.999999999990109,False,No significant difference
6_vs_10,6,10,0.9999999985823509,False,No significant difference
6_vs_11,6,11,0.9999998187637654,False,No significant difference
6_vs_12,6,12,0.999998905533443,False,No significant difference
6_vs_13,6,13,0.9999881432501777,False,No significant difference
6_vs_14,6,14,0.999811647167264,False,No significant difference
6_vs_15,6,15,0.999657785122431,False,No significant difference
6_vs_16,6,16,0.9981405912655381,False,No significant difference
6_vs_17,6,17,0.9891479340803371,False,No significant difference
6_vs_18,6,18,0.9850698434586321,False,No significant difference
6_vs_19,6,19,0.9684834514693793,False,No significant difference
6_vs_20,6,20,0.9417033783746226,False,No significant difference
7_vs_8,7,8,0.9999999999999999,False,No significant difference
7_vs_9,7,9,0.999999999999992,False,No significant difference
7_vs_10,7,10,0.9999999999902979,False,No significant difference
7_vs_11,7,11,0.9999999944506828,False,No significant difference
7_vs_12,7,12,0.999999947143668,False,No significant difference
7_vs_13,7,13,0.9999990136358383,False,No significant difference
7_vs_14,7,14,0.9999723670321241,False,No significant difference
7_vs_15,7,15,0.9999436167289036,False,No significant difference
7_vs_16,7,16,0.9995775294552707,False,No significant difference
7_vs_17,7,17,0.9965657014830389,False,No significant difference
7_vs_18,7,18,0.994979585939188,False,No significant difference
7_vs_19,7,19,0.987754082134511,False,No significant difference
7_vs_20,7,20,0.9743814232100462,False,No significant difference
8_vs_9,8,9,1.0,False,No significant difference
8_vs_10,8,10,1.0,False,No significant difference
8_vs_11,8,11,0.9999999999971358,False,No significant difference
8_vs_12,8,12,0.9999999999062936,False,No significant difference
8_vs_13,8,13,0.9999999933503155,False,No significant difference
8_vs_14,8,14,0.9999993424493638,False,No significant difference
8_vs_15,8,15,0.9999982882016331,False,No significant difference
8_vs_16,8,16,0.999975373169038,False,No significant difference
8_vs_17,8,17,0.9996195446031493,False,No significant difference
8_vs_18,8,18,0.9993762682521207,False,No significant difference
8_vs_19,8,19,0.9980069540121868,False,No significant difference
8_vs_20,8,20,0.9947686287546516,False,No significant difference
9_vs_10,9,10,1.0,False,No significant difference
9_vs_11,9,11,0.9999999999998955,False,No significant difference
9_vs_12,9,12,0.9999999999933022,False,No significant difference
9_vs_13,9,13,0.9999999990859444,False,No significant difference
9_vs_14,9,14,0.9999998423276549,False,No significant difference
9_vs_15,9,15,0.9999995457344802,False,No significant difference
9_vs_16,9,16,0.9999915015657032,False,No significant difference
9_vs_17,9,17,0.9998319229159203,False,No significant difference
9_vs_18,9,18,0.9997123365109817,False,No significant difference
9_vs_19,9,19,0.9989840054074585,False,No significant difference
9_vs_20,9,20,0.9971025202612587,False,No significant difference
10_vs_11,10,11,1.0,False,No significant difference
10_vs_12,10,12,0.9999999999999954,False,No significant difference
10_vs_13,10,13,0.9999999999945621,False,No significant difference
10_vs_14,10,14,0.9999999952869226,False,No significant difference
10_vs_15,10,15,0.9999999821336585,False,No significant difference
10_vs_16,10,16,0.9999993362708268,False,No significant difference
10_vs_17,10,17,0.999975716491378,False,No significant difference
10_vs_18,10,18,0.9999538637626485,False,No significant difference
10_vs_19,10,19,0.9997927994774661,False,No significant difference
10_vs_20,10,20,0.9992809631394656,False,No significant difference
11_vs_12,11,12,1.0,False,No significant difference
11_vs_13,11,13,0.9999999999999999,False,No significant difference
11_vs_14,11,14,0.99999999999239,False,No significant difference
11_vs_15,11,15,0.9999999999462452,False,No significant difference
11_vs_16,11,16,0.9999999916350644,False,No significant difference
11_vs_17,11,17,0.9999990269835434,False,No significant difference
11_vs_18,11,18,0.9999977733760858,False,No significant difference
11_vs_19,11,19,0.999984813676736,False,No significant difference
11_vs_20,11,20,0.9999265855328829,False,No significant difference
12_vs_13,12,13,1.0,False,No significant difference
12_vs_14,12,14,0.999999999999877,False,No significant difference
12_vs_15,12,15,0.9999999999985606,False,No significant difference
12_vs_16,12,16,0.9999999993585141,False,No significant difference
12_vs_17,12,17,0.999999841508308,False,No significant difference
12_vs_18,12,18,0.9999995934550842,False,No significant difference
12_vs_19,12,19,0.9999964399670416,False,No significant difference
12_vs_20,12,20,0.9999791408868343,False,No significant difference
13_vs_14,13,14,1.0,False,No significant difference
13_vs_15,13,15,0.9999999999999994,False,No significant difference
13_vs_16,13,16,0.9999999999958562,False,No significant difference
13_vs_17,13,17,0.9999999945578935,False,No significant difference
13_vs_18,13,18,0.9999999823474586,False,No significant difference
13_vs_19,13,19,0.9999997454220575,False,No significant difference
13_vs_20,13,20,0.9999978389782467,False,No significant difference
14_vs_15,14,15,1.0,False,No significant difference
14_vs_16,14,16,1.0,False,No significant difference
14_vs_17,14,17,0.999999999993236,False,No significant difference
14_vs_18,14,18,0.9999999999608133,False,No significant difference
14_vs_19,14,19,0.9999999982114356,False,No significant difference
14_vs_20,14,20,0.9999999664431353,False,No significant difference
15_vs_16,15,16,1.0,False,No significant difference
15_vs_17,15,17,0.9999999999992732,False,No significant difference
15_vs_18,15,18,0.9999999999946697,False,No significant difference
15_vs_19,15,19,0.9999999996227741,False,No significant difference
15_vs_20,15,20,0.9999999906300673,False,No significant difference
16_vs_17,16,17,1.0,False,No significant difference
16_vs_18,16,18,0.9999999999999991,False,No significant difference
16_vs_19,16,19,0.999999999999336,False,No significant difference
16_vs_20,16,20,0.9999999999371829,False,No significant difference
17_vs_18,17,18,1.0,False,No significant difference
17_vs_19,17,19,1.0,False,No significant difference
17_vs_20,17,20,0.9999999999999977,False,No significant difference
18_vs_19,18,19,1.0,False,No significant difference
18_vs_20,18,20,0.9999999999999999,False,No significant difference
19_vs_20,19,20,1.0,False,No significant difference
